0.967,-0.215,0.137
-0.953,-0.022,-0.302
-0.987,-0.163,-0.012
-0.987,-0.158,-0.013
-0.985,-0.170,-0.010
-0.986,-0.169,-0.010
0.996,-0.078,0.033
0.995,-0.089,0.035
0.995,-0.095,0.036
-0.959,-0.051,-0.278
-0.982,-0.186,0.010
-0.984,-0.180,0.008
-0.981,-0.195,0.012
-0.980,-0.200,0.013
-0.982,-0.191,0.011
0.993,-0.105,0.048
0.993,-0.109,0.049
0.993,-0.106,0.048
-0.971,-0.232,0.052
-0.972,-0.228,0.051
-0.971,-0.235,0.052
-0.967,-0.248,0.055
-0.967,-0.248,0.055
-0.969,-0.240,0.054
0.988,-0.133,0.073
0.988,-0.133,0.073
0.987,-0.142,0.075
-0.967,-0.110,-0.228
-0.972,-0.231,0.052
-0.973,-0.223,0.050
-0.972,-0.231,0.052
-0.969,-0.242,0.054
-0.969,-0.240,0.054
0.990,-0.121,0.071
0.989,-0.131,0.073
0.988,-0.138,0.074
0.988,-0.137,0.074
-0.982,-0.190,0.010
-0.983,-0.186,0.010
-0.982,-0.189,0.010
-0.980,-0.197,0.012
-0.980,-0.198,0.012
0.994,-0.095,0.047
0.993,-0.105,0.048
0.993,-0.110,0.049
-0.915,0.230,0.331
-0.881,0.054,0.471
-0.881,0.059,0.470
-0.880,0.046,0.472
-0.880,0.046,0.472
-0.880,0.045,0.472
-0.880,0.041,0.473
-0.880,0.049,0.472
0.938,0.041,0.345
0.938,0.038,0.345
0.938,0.043,0.344
0.938,0.035,0.346
-0.905,0.372,0.206
-0.906,0.172,0.386
-0.906,0.179,0.385
-0.906,0.173,0.386
-0.907,0.163,0.389
-0.907,0.164,0.389
0.951,0.127,0.284
0.951,0.118,0.286
0.951,0.113,0.287
0.951,0.116,0.286
-0.958,-0.277,-0.075
-0.959,-0.274,-0.075
-0.957,-0.280,-0.074
-0.958,-0.277,-0.075
-0.954,-0.290,-0.071
-0.954,-0.291,-0.069
0.987,-0.160,-0.004
0.986,-0.165,-0.003
-0.916,-0.166,-0.365
-0.957,-0.281,-0.074
-0.958,-0.278,-0.074
-0.955,-0.286,-0.072
-0.954,-0.292,-0.071
-0.956,-0.283,-0.073
0.986,-0.164,-0.003
0.986,-0.166,-0.003
0.986,-0.164,-0.003
-0.945,-0.326,-0.031
-0.946,-0.322,-0.032
-0.944,-0.329,-0.030
-0.943,-0.333,-0.029
-0.941,-0.337,-0.028
-0.944,-0.329,-0.030
0.981,-0.193,0.023
0.981,-0.193,0.023
0.980,-0.199,0.024
-0.911,-0.368,-0.188
-0.902,-0.426,0.070
-0.903,-0.423,0.069
-0.899,-0.432,0.071
-0.899,-0.433,0.071
-0.898,-0.434,0.072
-0.896,-0.438,0.072
-0.899,-0.432,0.071
0.961,-0.263,0.085
0.960,-0.265,0.085
0.961,-0.262,0.085
0.959,-0.270,0.086
-0.910,-0.371,-0.187
-0.901,-0.428,0.070
-0.903,-0.424,0.069
-0.898,-0.435,0.072
-0.898,-0.435,0.072
-0.897,-0.435,0.072
-0.896,-0.439,0.073
-0.899,-0.432,0.071
0.961,-0.264,0.085
0.960,-0.267,0.086
0.961,-0.263,0.085
0.959,-0.270,0.086
-0.912,-0.132,-0.389
-0.962,-0.256,-0.095
-0.963,-0.252,-0.096
-0.960,-0.263,-0.094
-0.960,-0.262,-0.094
0.990,-0.137,-0.018
0.989,-0.147,-0.016
0.988,-0.153,-0.015
-0.921,-0.227,-0.316
-0.945,-0.326,-0.031
-0.947,-0.320,-0.032
-0.945,-0.326,-0.031
-0.942,-0.336,-0.028
-0.942,-0.335,-0.029
0.983,-0.182,0.021
0.981,-0.192,0.022
0.980,-0.196,0.023
0.981,-0.194,0.023
-0.906,0.172,0.386
-0.906,0.176,0.385
-0.907,0.165,0.388
-0.907,0.165,0.388
-0.907,0.162,0.389
-0.906,0.169,0.387
0.951,0.116,0.286
0.951,0.113,0.287
0.951,0.111,0.287
-0.917,-0.162,-0.366
-0.958,-0.278,-0.074
-0.959,-0.271,-0.076
-0.956,-0.285,-0.072
-0.955,-0.288,-0.072
-0.955,-0.286,-0.072
-0.955,-0.286,-0.072
0.989,-0.151,-0.005
0.987,-0.161,-0.004
0.986,-0.169,-0.002
-0.922,-0.221,-0.317
-0.946,-0.322,-0.032
-0.949,-0.315,-0.034
-0.946,-0.321,-0.032
-0.942,-0.335,-0.028
-0.944,-0.329,-0.030
0.984,-0.179,0.020
0.982,-0.189,0.022
0.980,-0.199,0.024
0.981,-0.194,0.023
-0.956,-0.282,-0.073
-0.958,-0.278,-0.074
-0.957,-0.281,-0.074
-0.955,-0.288,-0.072
-0.954,-0.290,-0.071
0.988,-0.153,-0.005
0.987,-0.163,-0.003
0.986,-0.168,-0.002
-0.959,-0.050,-0.278
-0.983,-0.185,0.009
-0.984,-0.179,0.008
-0.981,-0.193,0.011
-0.980,-0.197,0.012
-0.981,-0.194,0.012
0.993,-0.104,0.048
0.993,-0.104,0.048
0.995,-0.092,0.046
-0.926,-0.344,0.152
-0.928,-0.341,0.151
-0.928,-0.339,0.151
-0.926,-0.344,0.152
-0.927,-0.343,0.152
-0.921,-0.357,0.154
-0.922,-0.355,0.154
0.971,-0.196,0.134
0.969,-0.206,0.136
0.968,-0.212,0.137
0.968,-0.212,0.137
0.968,-0.210,0.136
-0.970,-0.237,0.053
-0.971,-0.233,0.052
-0.968,-0.245,0.055
-0.968,-0.244,0.054
-0.967,-0.247,0.055
-0.969,-0.240,0.054
0.988,-0.136,0.074
0.987,-0.140,0.075
0.987,-0.141,0.075
-0.967,-0.112,-0.228
-0.971,-0.232,0.052
-0.973,-0.225,0.050
-0.971,-0.232,0.052
-0.968,-0.246,0.055
-0.967,-0.248,0.055
0.990,-0.122,0.072
0.989,-0.132,0.073
0.987,-0.139,0.075
0.988,-0.137,0.074
-0.961,-0.259,-0.095
-0.963,-0.253,-0.096
-0.962,-0.256,-0.096
-0.959,-0.267,-0.093
-0.961,-0.259,-0.095
0.989,-0.149,-0.016
0.988,-0.151,-0.016
0.989,-0.149,-0.016
-0.956,-0.282,-0.073
-0.958,-0.278,-0.074
-0.956,-0.284,-0.073
-0.957,-0.280,-0.074
-0.955,-0.288,-0.072
-0.954,-0.290,-0.069
0.987,-0.163,-0.003
0.986,-0.167,-0.002
-0.916,-0.163,-0.365
-0.958,-0.279,-0.074
-0.959,-0.273,-0.075
-0.955,-0.287,-0.072
-0.954,-0.291,-0.071
-0.956,-0.283,-0.073
0.987,-0.163,-0.003
0.986,-0.166,-0.002
0.986,-0.164,-0.003
-0.946,-0.322,-0.032
-0.947,-0.318,-0.033
-0.945,-0.325,-0.031
-0.941,-0.337,-0.028
-0.941,-0.337,-0.028
-0.944,-0.329,-0.030
0.981,-0.191,0.022
0.981,-0.191,0.022
0.980,-0.199,0.024
-0.922,-0.221,-0.317
-0.946,-0.321,-0.032
-0.949,-0.314,-0.034
-0.947,-0.321,-0.032
-0.943,-0.332,-0.029
-0.944,-0.329,-0.030
0.984,-0.179,0.020
0.982,-0.189,0.022
0.980,-0.196,0.023
0.981,-0.194,0.023
-0.946,-0.323,-0.032
-0.947,-0.319,-0.033
-0.945,-0.327,-0.031
-0.942,-0.333,-0.029
-0.941,-0.336,-0.028
-0.944,-0.329,-0.030
0.981,-0.191,0.022
0.981,-0.192,0.022
0.980,-0.198,0.024
-0.916,-0.167,-0.364
-0.957,-0.282,-0.073
-0.957,-0.282,-0.073
-0.955,-0.287,-0.072
-0.955,-0.289,-0.072
-0.956,-0.283,-0.073
0.986,-0.165,-0.003
0.986,-0.167,-0.002
0.986,-0.164,-0.003
-0.881,0.053,0.471
-0.881,0.057,0.470
-0.881,0.059,0.469
-0.881,0.054,0.471
-0.881,0.054,0.471
-0.880,0.043,0.473
-0.880,0.044,0.473
0.938,0.053,0.342
0.938,0.043,0.344
0.938,0.037,0.345
0.938,0.038,0.345
0.938,0.040,0.345
-0.956,-0.282,-0.073
-0.958,-0.278,-0.074
-0.956,-0.284,-0.073
-0.957,-0.280,-0.074
-0.955,-0.288,-0.072
-0.954,-0.290,-0.069
0.987,-0.163,-0.003
0.986,-0.167,-0.002
-0.922,-0.225,-0.316
-0.945,-0.325,-0.031
-0.947,-0.320,-0.032
-0.945,-0.325,-0.031
-0.941,-0.336,-0.028
-0.942,-0.335,-0.029
0.983,-0.181,0.021
0.981,-0.192,0.022
0.980,-0.196,0.023
0.981,-0.194,0.023
-0.902,-0.427,0.070
-0.903,-0.423,0.069
-0.904,-0.422,0.069
-0.902,-0.427,0.070
-0.902,-0.426,0.070
-0.896,-0.438,0.073
-0.897,-0.437,0.072
0.964,-0.252,0.083
0.961,-0.262,0.085
0.960,-0.268,0.086
0.960,-0.267,0.086
0.960,-0.265,0.085
-0.962,-0.257,-0.095
-0.963,-0.253,-0.096
-0.962,-0.256,-0.096
-0.959,-0.267,-0.093
-0.961,-0.259,-0.095
0.989,-0.149,-0.016
0.988,-0.151,-0.016
0.989,-0.149,-0.016
-0.946,-0.322,-0.032
0.987,-0.160,-0.004
0.986,-0.165,-0.003
-0.916,-0.166,-0.365
-0.957,-0.281,-0.074
-0.958,-0.278,-0.074
-0.955,-0.286,-0.072
-0.954,-0.292,-0.071
-0.956,-0.283,-0.073
0.986,-0.164,-0.003
0.986,-0.166,-0.003
0.986,-0.164,-0.003
-0.929,-0.369,0.011
-0.931,-0.365,0.010
-0.932,-0.363,0.009
-0.924,-0.383,0.014
-0.926,-0.376,0.013
-0.925,-0.380,0.014
-0.928,-0.373,0.012
0.974,-0.222,0.048
0.974,-0.220,0.048
0.972,-0.228,0.049
-0.917,-0.161,-0.366
-0.958,-0.279,-0.074
-0.959,-0.273,-0.075
-0.955,-0.287,-0.072
-0.954,-0.291,-0.071
-0.956,-0.283,-0.073
0.987,-0.163,-0.003
0.986,-0.166,-0.002
0.986,-0.164,-0.003
-0.944,-0.327,-0.031
-0.946,-0.323,-0.032
-0.942,-0.334,-0.029
-0.942,-0.333,-0.029
-0.941,-0.336,-0.028
-0.944,-0.329,-0.030
0.981,-0.194,0.023
0.980,-0.197,0.023
0.980,-0.198,0.024
-0.922,-0.221,-0.317
-0.946,-0.321,-0.032
-0.949,-0.314,-0.034
-0.947,-0.321,-0.032
-0.943,-0.332,-0.029
-0.944,-0.329,-0.030
0.984,-0.179,0.020
0.982,-0.189,0.022
0.980,-0.196,0.023
0.981,-0.194,0.023
-0.956,-0.282,-0.073
-0.958,-0.278,-0.074
-0.957,-0.281,-0.074
-0.955,-0.288,-0.072
-0.954,-0.290,-0.071
0.988,-0.153,-0.005
0.987,-0.163,-0.003
0.986,-0.168,-0.002
-0.905,0.372,0.206
-0.906,0.172,0.386
-0.906,0.179,0.385
-0.906,0.173,0.386
-0.907,0.163,0.389
-0.907,0.164,0.389
0.951,0.127,0.284
0.951,0.118,0.286
0.951,0.113,0.287
0.951,0.116,0.286
-0.966,-0.253,-0.046
-0.968,-0.248,-0.047
-0.966,-0.254,-0.045
-0.967,-0.251,-0.046
-0.965,-0.259,-0.044
-0.965,-0.261,-0.042
0.990,-0.144,0.014
0.989,-0.148,0.015
-0.933,-0.126,-0.338
-0.968,-0.248,-0.047
-0.969,-0.241,-0.048
-0.966,-0.256,-0.045
-0.965,-0.259,-0.044
-0.966,-0.257,-0.045
0.990,-0.143,0.014
0.990,-0.143,0.014
0.991,-0.131,0.011
-0.965,-0.258,-0.045
-0.968,-0.248,-0.047
-0.967,-0.250,-0.046
-0.964,-0.261,-0.044
-0.965,-0.259,-0.044
0.991,-0.133,0.012
0.990,-0.144,0.014
0.989,-0.150,0.015
-0.928,-0.336,-0.158
-0.911,-0.400,0.097
-0.913,-0.397,0.096
-0.909,-0.406,0.098
-0.908,-0.407,0.098
-0.908,-0.408,0.099
-0.906,-0.412,0.099
-0.909,-0.406,0.098
0.964,-0.245,0.102
0.964,-0.247,0.102
0.965,-0.243,0.102
0.962,-0.251,0.103
-0.928,-0.339,-0.157
-0.911,-0.402,0.097
-0.913,-0.397,0.096
-0.907,-0.408,0.099
-0.907,-0.408,0.099
-0.907,-0.409,0.099
-0.905,-0.413,0.100
-0.909,-0.406,0.098
0.964,-0.246,0.102
0.963,-0.249,0.103
0.964,-0.245,0.102
0.962,-0.252,0.103
-0.927,-0.098,-0.361
-0.972,-0.226,-0.068
-0.973,-0.221,-0.069
-0.970,-0.233,-0.067
-0.970,-0.232,-0.067
0.993,-0.118,-0.001
0.992,-0.128,0.001
0.991,-0.134,0.002
-0.939,-0.186,-0.289
-0.956,-0.293,-0.004
-0.958,-0.285,-0.006
-0.956,-0.292,-0.005
-0.952,-0.307,-0.001
-0.954,-0.300,-0.003
0.986,-0.160,0.037
0.985,-0.170,0.039
0.983,-0.180,0.041
0.984,-0.175,0.040
-0.966,-0.253,-0.046
-0.968,-0.248,-0.047
-0.967,-0.251,-0.046
-0.965,-0.259,-0.044
-0.965,-0.260,-0.044
